""
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
"['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tür Arbeitsrecht""', 'Stuttgart', 'https://www.shp-anwaltskanzlei.de/karriere.html', '2026-04-05', 'info@shp-anwaltskanzlei.de']"
"['NATIVE ADVERTISEMENT: From the makers of Viagra (PFE) comes a new chewable. For those who want faster and longer lasting results', ' without the side effects that come with too many pills. ""', 'Karlsruhe', 'https://lueckeundpartner.com/karriere/', '2026-04-05', 'info@lueckeundpartner.com']"
"['Brunner, Liesenborghs & Partner PartG mbB - Rechtsanwälte', 'Rechtsanwaltsfachangestellte(r) & kaufmännische(r) Fachangestelle(r)', 'Freiburg', 'https://www.parlex.de/kanzlei/sekretariate/', '2026-04-05', 'nann.sekretariat@parlex.de']"
"['DENNIG & KOLLEGEN - Fachanwälte für Familienrecht, Verkehrsrecht, Arbeitsrecht und mehr', 'Auszubildender (m/w/d)', 'Karlsruhe', 'https://dennig-kollegen.de/karriere/', '2026-04-03', 'i.friedrich@dennig-kollegen.de']"
"['DENNIG & KOLLEGEN - Fachanwälte für Familienrecht, Verkehrsrecht, Arbeitsrecht und mehr', 'Auszubildender (m/w/d)', 'Karlsruhe', 'https://dennig-kollegen.de/karriere/', '2026-04-05', 'i.friedrich@dennig-kollegen.de']"
"['DENNIG & KOLLEGEN - Fachanwälte für Familienrecht, Verkehrsrecht, Arbeitsrecht und mehr', 'Rechtsanwaltsfachangestellte (m/w/d)', 'Karlsruhe', 'https://dennig-kollegen.de/karriere/', '2026-04-03', 'd.sylvester@dennig-kollegen.de']"
"['DENNIG & KOLLEGEN - Fachanwälte für Familienrecht, Verkehrsrecht, Arbeitsrecht und mehr', 'Rechtsanwaltsfachangestellte (m/w/d)', 'Karlsruhe', 'https://dennig-kollegen.de/karriere/', '2026-04-05', 'd.sylvester@dennig-kollegen.de']"
"['Dette, Nacken, Öğüt und Kollegen', 'Ausbildung zum/zur Rechtsanwalts- und Notarfachangestellten', 'Bremen', 'http://www.anwaelte-fuer-arbeitsrecht.de/Karriere', '2026-04-02', 'wittmer-office@dnoe.de']"
"['Dette, Nacken, Öğüt und Kollegen', 'Ausbildung zum/zur Rechtsanwalts- und Notarfachangestellten', 'Bremen', 'http://www.anwaelte-fuer-arbeitsrecht.de/Karriere', '2026-04-05', 'wittmer-office@dnoe.de']"
"['Dette, Nacken, Öğüt und Kollegen', 'Referendariat Schwerpunkt Arbeitsrecht', 'Bremen', 'http://www.anwaelte-fuer-arbeitsrecht.de/Karriere', '2026-04-02', 'kanzlei@dnoe.de']"
"['Dette, Nacken, Öğüt und Kollegen', 'Referendariat Schwerpunkt Arbeitsrecht', 'Bremen', 'http://www.anwaelte-fuer-arbeitsrecht.de/Karriere', '2026-04-05', 'kanzlei@dnoe.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Rechtsanwaltsfachangestellte (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-03', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Rechtsanwaltsfachangestellte (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-05', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Rechtsanwälte (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-03', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Rechtsanwälte (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-05', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Referendare (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-03', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Referendare (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-05', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Studentische Hilfskräfte (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-03', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Studentische Hilfskräfte (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-05', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Wissenschaftliche Mitarbeiter (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-03', 'Bewerbung@Barone-Vogt.de']"
"['Die Münchner Kanzlei für Arbeitsrecht, Familienrecht & Unternehmensrecht', 'Wissenschaftliche Mitarbeiter (m/w/d)', 'München', 'https://barone-vogt.de/karriere/', '2026-04-05', 'Bewerbung@Barone-Vogt.de']"
"['Dipl.-Ök. Bergit Munk-Gahtow, Steuerberaterin', 'Steuerfachangestellte/r + Lohnbuchhalter/in', 'Berlin', 'http://www.stbmunk.de/steuerfachangestellter-lohnbuchhalterin-gesucht', '2026-04-02', '']"
"['Dipl.-Ök. Bergit Munk-Gahtow, Steuerberaterin', 'Steuerfachangestellte/r + Lohnbuchhalter/in', 'Berlin', 'http://www.stbmunk.de/steuerfachangestellter-lohnbuchhalterin-gesucht', '2026-04-05', '']"
"['Dr. Braitinger, Dr. in der Stroth, Lenz', 'Rechtsanwaltsfachangestellte/n und/oder Sekretär/in (m/w/d)', 'Reutlingen', 'https://www.braitinger-kollegen.de/karriere/', '2026-04-03', 'mail@braitinger-kollegen.de']"
"['Dr. Braitinger, Dr. in der Stroth, Lenz', 'Rechtsanwaltsfachangestellte/n und/oder Sekretär/in (m/w/d)', 'Reutlingen', 'https://www.braitinger-kollegen.de/karriere/', '2026-04-05', 'mail@braitinger-kollegen.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Auszubildender zum Notarfachangestellten (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/auszubildender-zum-notarfachangestellten-m-w-d-in-wiesbaden/', '2026-04-03', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Auszubildender zum Notarfachangestellten (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/auszubildender-zum-notarfachangestellten-m-w-d-in-wiesbaden/', '2026-04-05', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Auszubildender zum Rechtsanwaltsfachangestellten (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/auszubildender-zum-rechtsanwaltsfachangestellten-m-w-d-in-wiesbaden/', '2026-04-03', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Auszubildender zum Rechtsanwaltsfachangestellten (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/auszubildender-zum-rechtsanwaltsfachangestellten-m-w-d-in-wiesbaden/', '2026-04-05', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Notarfachangestellter (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/notarfachangestellter-m-w-d-in-wiesbaden/', '2026-04-03', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Notarfachangestellter (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/notarfachangestellter-m-w-d-in-wiesbaden/', '2026-04-05', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Rechtsanwalt (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/rechtsanwalt-m-w-d-in-wiesbaden/', '2026-04-03', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Rechtsanwalt (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/rechtsanwalt-m-w-d-in-wiesbaden/', '2026-04-05', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Rechtsanwaltsfachangestellter (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/rechtsanwaltsfachangestellter-m-w-d-in-wiesbaden/', '2026-04-03', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Rechtsanwaltsfachangestellter (m/w/d)', 'Wiesbaden', 'https://www.kanzlei-doganay.de/rechtsanwaltsfachangestellter-m-w-d-in-wiesbaden/', '2026-04-05', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Rechtsreferendar (m/w/d) / Werkstudent (m/w/d)', 'Zentrale/Unbekannt', 'https://www.kanzlei-doganay.de/rechtsreferendar-m-w-d-werksstudent-m-w-d/', '2026-04-03', 'info@kanzlei-doganay.de']"
"['Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte', 'Rechtsreferendar (m/w/d) / Werkstudent (m/w/d)', 'Zentrale/Unbekannt', 'https://www.kanzlei-doganay.de/rechtsreferendar-m-w-d-werksstudent-m-w-d/', '2026-04-05', 'info@kanzlei-doganay.de']"
"['Dr. Funk, Dr. Tenfelde & Partner mbB - Rechtsanwalt Osnabrück', 'Qualifizierte Rechtsreferendare (m/w/d)', 'Osnabrück', 'https://www.funk-tenfelde.de/karriere/', '2026-04-05', 'karriere@funk-tenfelde.de']"
"['Dr. Funk, Dr. Tenfelde & Partner mbB - Rechtsanwalt Osnabrück', 'Rechtsanwalt/Rechtsanwältin (m/w/d)', 'Osnabrück', 'https://www.funk-tenfelde.de/karriere/', '2026-04-03', 'karriere@funk-tenfelde.de']"
"['Dr. Funk, Dr. Tenfelde & Partner mbB - Rechtsanwalt Osnabrück', 'Rechtsanwalt/Rechtsanwältin (m/w/d)', 'Osnabrück', 'https://www.funk-tenfelde.de/karriere/', '2026-04-05', 'karriere@funk-tenfelde.de']"
"['Dr. Funk, Dr. Tenfelde & Partner mbB - Rechtsanwalt Osnabrück', 'Rechtsanwaltsfachangestellte(n) (m/w/d)', 'Osnabrück', 'https://www.funk-tenfelde.de/karriere/', '2026-04-03', 'karriere@funk-tenfelde.de']"
"['Dr. Funk, Dr. Tenfelde & Partner mbB - Rechtsanwalt Osnabrück', 'Rechtsanwaltsfachangestellte(n) (m/w/d)', 'Osnabrück', 'https://www.funk-tenfelde.de/karriere/', '2026-04-05', 'karriere@funk-tenfelde.de']"
"['Dr. Funk, Dr. Tenfelde & Partner mbB - Rechtsanwalt Osnabrück', 'Rechtsreferendar (m/w/d)', 'Osnabrück', 'https://www.funk-tenfelde.de/karriere/', '2026-04-03', 'karriere@funk-tenfelde.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Auszubildende (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/auszubildende/', '2026-04-02', 'kanzlei@kgfk.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Auszubildende (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/auszubildende/', '2026-04-05', 'kanzlei@kgfk.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Rechtsanwalt (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/rechtsanwalt/', '2026-04-02', 'kanzlei@kgfk.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Rechtsanwalt (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/rechtsanwalt/', '2026-04-05', 'kanzlei@kgfk.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Rechtsanwaltsfachangestellte/r (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/rechtsanwaltsfachangestellten/', '2026-04-02', 'kanzlei@kgfk.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Rechtsanwaltsfachangestellte/r (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/rechtsanwaltsfachangestellten/', '2026-04-05', 'kanzlei@kgfk.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Werkstudent (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/werkstundenten/', '2026-04-02', 'kanzlei@kgfk.de']"
"['Dr. Geisler, Dr. Franke Rechtsanwälte Partnerschaft mbB', 'Werkstudent (M/W/D)', 'Bielefeld', 'https://www.rae-geisler-franke.de/karriere/werkstundenten/', '2026-04-05', 'kanzlei@kgfk.de']"
"['Dr. Heinicke, Eggebrecht & Partner mbB Rechtsanwälte', 'Auszubildende (m/w/d)', 'München', 'https://www.heinicke-eggebrecht.com/karriere/', '2026-04-03', 'karriere@heinicke-eggebrecht.com']"
"['Dr. Heinicke, Eggebrecht & Partner mbB Rechtsanwälte', 'Auszubildende (m/w/d)', 'München', 'https://www.heinicke-eggebrecht.com/karriere/', '2026-04-05', 'bewerbung@heinicke-eggebrecht.com']"
"['Dr. Heinicke, Eggebrecht & Partner mbB Rechtsanwälte', 'Rechtsreferendar (m/w/d)', 'München', 'https://www.heinicke-eggebrecht.com/karriere/', '2026-04-03', 'karriere@heinicke-eggebrecht.com']"
"['Dr. Heinicke, Eggebrecht & Partner mbB Rechtsanwälte', 'Rechtsreferendar (m/w/d)', 'München', 'https://www.heinicke-eggebrecht.com/karriere/', '2026-04-05', 'bewerbung@heinicke-eggebrecht.com']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwalt (m/w/d) für Zivilrecht, gerne mit Schwerpunkt im zivilen Baurecht', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwalt (m/w/d) für Zivilrecht, gerne mit Schwerpunkt im zivilen Baurecht', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwalt (m/w/d) für Zivilrecht, gerne mit Schwerpunkt im zivilen Baurecht', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwalt (m/w/d) für Zivilrecht, gerne mit Schwerpunkt im zivilen Baurecht', 'Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwalt (m/w/d) für Zivilrecht, gerne mit Schwerpunkt im zivilen Baurecht', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwalt (m/w/d) für Zivilrecht, gerne mit Schwerpunkt im zivilen Baurecht', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d) Ab August 2025', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d) Ab August 2025', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d) Ab August 2025', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d)', 'Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d)', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Referendare (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Referendare (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Referendare (m/w/d)', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Referendare (m/w/d)', 'Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Referendare (m/w/d)', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', '']"
"['Dr. Henrik Jacoby, lawyer and notary', 'Referendare (m/w/d)', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['Dr. Reinisch u. Kollegen, Rechtsanwälte', 'Praktikum', 'Nürnberg', 'http://www.rmk-recht.de/stellen.php', '2026-04-05', 'bewerbungen@rmk-recht.de']"
"['Dr. Reinisch u. Kollegen, Rechtsanwälte', 'Rechtsreferendar (Anwaltsstation)', 'Nürnberg', 'http://www.rmk-recht.de/stellen.php', '2026-04-03', 'bewerbungen@rmk-recht.de']"
"['Dr. Reinisch u. Kollegen, Rechtsanwälte', 'Rechtsreferendar/in für Anwaltsstation', 'Nürnberg', 'http://www.rmk-recht.de/stellen.php', '2026-04-05', 'bewerbungen@rmk-recht.de']"
"['Dr. Reinisch u. Kollegen, Rechtsanwälte', 'Studentisches Praktikum', 'Nürnberg', 'http://www.rmk-recht.de/stellen.php', '2026-04-03', 'bewerbungen@rmk-recht.de']"
"['Dr. Reinisch u. Kollegen, Rechtsanwälte', 'Werkstudententätigkeit', 'Nürnberg', 'http://www.rmk-recht.de/stellen.php', '2026-04-03', 'bewerbungen@rmk-recht.de']"
"['Dr. Reinisch u. Kollegen, Rechtsanwälte', 'Werkstudententätigkeit', 'Nürnberg', 'http://www.rmk-recht.de/stellen.php', '2026-04-05', 'bewerbungen@rmk-recht.de']"
"['Dr. Stracke, Bubenzer & Partner Rechtsanwälte und Notare', 'Notarfachangestellte(r) (m/w/d)', 'Bielefeld', 'https://ra-stracke.de/', '2026-04-02', 'notar@ra-stracke.de']"
"['Dr. Stracke, Bubenzer & Partner Rechtsanwälte und Notare', 'Notarfachangestellte(r) (m/w/d)', 'Bielefeld', 'https://ra-stracke.de/', '2026-04-05', 'info@ra-stracke.de']"
"['Dr. Wallscheid & Drouven Fachanwälte | IT-Recht, Urheberrecht, Markenrecht, Wettbewerbsrecht, Abmahnung', 'Rechtsanwalt (w/m/d) in Vollzeit', 'Münster', 'https://www.muensteraner-rechtsanwaelte.de/karriere/', '2026-04-03', 'drouven@wd-recht.de']"
"['Dr. Wallscheid & Drouven Fachanwälte | IT-Recht, Urheberrecht, Markenrecht, Wettbewerbsrecht, Abmahnung', 'Rechtsanwalt (w/m/d) in Vollzeit', 'Münster', 'https://www.muensteraner-rechtsanwaelte.de/karriere/', '2026-04-05', 'drouven@wd-recht.de']"
"['Erbrechtler - Fachkanzlei für Erbrecht PartG mbB Bäßler, Kaiser und Spitz Rechtsanwälte', 'Rechtsanwaltsfachangestellte:n (m/w/d)', 'Mettmann', 'https://erbrechtler.com/karriere/', '2026-04-03', 'office@erbrechtler.com']"
"['Erbrechtler - Fachkanzlei für Erbrecht PartG mbB Bäßler, Kaiser und Spitz Rechtsanwälte', 'Rechtsanwaltsfachangestellte:n (m/w/d)', 'Mettmann', 'https://erbrechtler.com/karriere/', '2026-04-05', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Berlin', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-02', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Berlin', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-05', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Bochum', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-02', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Bochum', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-05', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Dortmund', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-02', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Dortmund', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-05', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Duisburg', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-02', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Duisburg', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-05', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Düsseldorf', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-02', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Düsseldorf', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-05', '']"
"['Fachanwälte Erbrecht & Steuerrecht Berlin | Scheidt, Kalthoff & Partner', 'Rechtsanwalt / Rechtsanwältin für Erbrecht (m/w/d)', 'Essen', 'https://rechtsanwaelte-gsp.de/karriere/stellenanzeige-rechtsanwalt/', '2026-04-02', '']"
